gender,discipline,result,score
Man,2 Miles Short Track,8:01.88,1303
Man,5000 Metres,12:35.13,1303
Man,5000 Metres Short Track,12:49.69,1303
Man,10000 Metres,26:13.09,1303
Man,3000 Metres,7:20.30,1302
Man,3000 Metres Short Track,7:24.45,1302
Man,2 Miles,7:54.44,1302
Man,2 Miles Short Track,8:02.04,1302
Man,5000 Metres,12:35.39,1302
Man,5000 Metres Short Track,12:49.95,1302
Man,10000 Metres,26:13.69,1302
Man,3000 Metres,7:20.46,1301
Man,3000 Metres Short Track,7:24.61,1301
Man,2 Miles,7:54.60,1301
Man,2 Miles Short Track,8:02.21,1301
Man,5000 Metres,12:35.65,1301
Man,5000 Metres Short Track,12:50.20,1301
Man,10000 Metres,26:14.30,1301
Man,3000 Metres,7:20.61,1300
Man,3000 Metres Short Track,7:24.76,1300
Man,2 Miles,7:54.77,1300
Man,2 Miles Short Track,8:02.37,1300
Man,5000 Metres,12:35.92,1300
Man,5000 Metres Short Track,12:50.46,1300
Man,10000 Metres,26:14.90,1300
Man,3000 Metres,7:20.76,1299
Man,3000 Metres Short Track,7:24.91,1299
Man,2 Miles,7:54.94,1299
Man,2 Miles Short Track,8:02.53,1299
Man,5000 Metres,12:36.18,1299
Man,5000 Metres Short Track,12:50.72,1299
Man,10000 Metres,26:15.51,1299
Man,3000 Metres,7:20.92,1298
Man,3000 Metres Short Track,7:25.06,1298
Man,2 Miles,7:55.10,1298
Man,2 Miles Short Track,8:02.70,1298
Man,5000 Metres,12:36.44,1298
Man,5000 Metres Short Track,12:50.98,1298
Man,10000 Metres,26:16.11,1298
Man,3000 Metres,7:21.07,1297
Man,3000 Metres Short Track,7:25.21,1297
Man,2 Miles,7:55.27,1297
Man,2 Miles Short Track,8:02.86,1297
Man,5000 Metres,12:36.71,1297
Man,5000 Metres Short Track,12:51.23,1297
Man,10000 Metres,26:16.72,1297
Man,3000 Metres,7:21.22,1296
Man,3000 Metres Short Track,7:25.37,1296
Man,2 Miles,7:55.43,1296
Man,2 Miles Short Track,8:03.03,1296
Man,5000 Metres,12:36.97,1296
Man,5000 Metres Short Track,12:51.49,1296
Man,10000 Metres,26:17.33,1296
Man,3000 Metres,7:21.38,1295
Man,3000 Metres Short Track,7:25.52,1295
Man,2 Miles,7:55.60,1295
Man,2 Miles Short Track,8:03.19,1295
Man,5000 Metres,12:37.23,1295
Man,5000 Metres Short Track,12:51.75,1295
Man,10000 Metres,26:17.93,1295
Man,3000 Metres,7:21.53,1294
Man,3000 Metres Short Track,7:25.67,1294
Man,2 Miles,7:55.76,1294
Man,2 Miles Short Track,8:03.35,1294
Man,5000 Metres,12:37.50,1294
Man,5000 Metres Short Track,12:52.01,1294
Man,10000 Metres,26:18.54,1294
Man,3000 Metres,7:21.69,1293
Man,3000 Metres Short Track,7:25.82,1293
Man,2 Miles,7:55.93,1293
Man,2 Miles Short Track,8:03.52,1293
Man,5000 Metres,12:37.76,1293
Man,5000 Metres Short Track,12:52.27,1293
Man,10000 Metres,26:19.15,1293
Man,3000 Metres,7:21.84,1292
Man,3000 Metres Short Track,7:25.98,1292
Man,2 Miles,7:56.09,1292
Man,2 Miles Short Track,8:03.68,1292
Man,5000 Metres,12:38.03,1292
Man,5000 Metres Short Track,12:52.52,1292
Man,10000 Metres,26:19.76,1292
Man,3000 Metres,7:21.99,1291
Man,3000 Metres Short Track,7:26.13,1291
Man,2 Miles,7:56.26,1291
Man,2 Miles Short Track,8:03.84,1291
Man,5000 Metres,12:38.29,1291
Man,5000 Metres Short Track,12:52.78,1291
Man,10000 Metres,26:20.36,1291
Man,3000 Metres,7:22.15,1290
Man,3000 Metres Short Track,7:26.28,1290
Man,2 Miles,7:56.43,1290
Man,2 Miles Short Track,8:04.01,1290
Man,5000 Metres,12:38.55,1290
Man,5000 Metres Short Track,12:53.04,1290
Man,10000 Metres,26:20.97,1290
Man,3000 Metres,7:22.30,1289
Man,3000 Metres Short Track,7:26.43,1289
Man,2 Miles,7:56.59,1289
Man,2 Miles Short Track,8:04.17,1289
Man,5000 Metres,12:38.82,1289
Man,5000 Metres Short Track,12:53.30,1289
Man,10000 Metres,26:21.58,1289
Man,3000 Metres,7:22.46,1288
Man,3000 Metres Short Track,7:26.59,1288
Man,2 Miles,7:56.76,1288
Man,2 Miles Short Track,8:04.34,1288
Man,5000 Metres,12:39.08,1288
Man,5000 Metres Short Track,12:53.56,1288
Man,10000 Metres,26:22.19,1288
Man,3000 Metres,7:22.61,1287
Man,3000 Metres Short Track,7:26.74,1287
Man,2 Miles,7:56.93,1287
Man,2 Miles Short Track,8:04.50,1287
Man,5000 Metres,12:39.35,1287
Man,5000 Metres Short Track,12:53.82,1287
Man,10000 Metres,26:22.80,1287
Man,3000 Metres,7:22.77,1286
Man,3000 Metres Short Track,7:26.89,1286
Man,2 Miles,7:57.09,1286
Man,2 Miles Short Track,8:04.66,1286
Man,5000 Metres,12:39.61,1286
Man,5000 Metres Short Track,12:54.08,1286
Man,10000 Metres,26:23.41,1286
Man,3000 Metres,7:22.92,1285
Man,3000 Metres Short Track,7:27.04,1285
Man,2 Miles,7:57.26,1285
Man,2 Miles Short Track,8:04.83,1285
Man,5000 Metres,12:39.88,1285
Man,5000 Metres Short Track,12:54.33,1285
Man,10000 Metres,26:24.02,1285
Man,3000 Metres,7:23.07,1284
Man,3000 Metres Short Track,7:27.20,1284
Man,2 Miles,7:57.42,1284
Man,2 Miles Short Track,8:04.99,1284
Man,5000 Metres,12:40.14,1284
Man,5000 Metres Short Track,12:54.59,1284
Man,10000 Metres,26:24.63,1284
Man,3000 Metres,7:23.23,1283
Man,3000 Metres Short Track,7:27.35,1283
Man,2 Miles,7:57.59,1283
Man,2 Miles Short Track,8:05.16,1283
Man,5000 Metres,12:40.40,1283
Man,5000 Metres Short Track,12:54.85,1283
Man,10000 Metres,26:25.24,1283
Man,3000 Metres,7:23.38,1282
Man,3000 Metres Short Track,7:27.50,1282
Man,2 Miles,7:57.76,1282
Man,2 Miles Short Track,8:05.32,1282
Man,5000 Metres,12:40.67,1282
Man,5000 Metres Short Track,12:55.11,1282
Man,10000 Metres,26:25.85,1282
Man,3000 Metres,7:23.54,1281
Man,3000 Metres Short Track,7:27.66,1281
Man,2 Miles,7:57.92,1281
Man,2 Miles Short Track,8:05.49,1281
Man,5000 Metres,12:40.93,1281
Man,5000 Metres Short Track,12:55.37,1281
Man,10000 Metres,26:26.46,1281
Man,3000 Metres,7:23.69,1280
Man,3000 Metres Short Track,7:27.81,1280
Man,2 Miles,7:58.09,1280
Man,2 Miles Short Track,8:05.65,1280
Man,5000 Metres,12:41.20,1280
Man,5000 Metres Short Track,12:55.63,1280
Man,10000 Metres,26:27.07,1280
Man,3000 Metres,7:23.85,1279
Man,3000 Metres Short Track,7:27.96,1279
Man,2 Miles,7:58.26,1279
Man,2 Miles Short Track,8:05.82,1279
Man,5000 Metres,12:41.46,1279
Man,5000 Metres Short Track,12:55.89,1279
Man,10000 Metres,26:27.68,1279
Man,3000 Metres,7:24.00,1278
Man,3000 Metres Short Track,7:28.12,1278
Man,2 Miles,7:58.42,1278
Man,2 Miles Short Track,8:05.98,1278
Man,5000 Metres,12:41.73,1278
Man,5000 Metres Short Track,12:56.15,1278
Man,10000 Metres,26:28.29,1278
Man,3000 Metres,7:24.16,1277
Man,3000 Metres Short Track,7:28.27,1277
Man,2 Miles,7:58.59,1277
Man,2 Miles Short Track,8:06.14,1277
Man,5000 Metres,12:42.00,1277
Man,5000 Metres Short Track,12:56.41,1277
Man,10000 Metres,26:28.90,1277
Man,3000 Metres,7:24.31,1276
Man,3000 Metres Short Track,7:28.42,1276
Man,2 Miles,7:58.76,1276
Man,2 Miles Short Track,8:06.31,1276
Man,5000 Metres,12:42.26,1276
Man,5000 Metres Short Track,12:56.67,1276
Man,10000 Metres,26:29.51,1276
Man,3000 Metres,7:24.47,1275
Man,3000 Metres Short Track,7:28.58,1275
Man,2 Miles,7:58.92,1275
Man,2 Miles Short Track,8:06.47,1275
Man,5000 Metres,12:42.53,1275
Man,5000 Metres Short Track,12:56.93,1275
Man,10000 Metres,26:30.12,1275
Man,3000 Metres,7:24.62,1274
Man,3000 Metres Short Track,7:28.73,1274
Man,2 Miles,7:59.09,1274
Man,2 Miles Short Track,8:06.64,1274
Man,5000 Metres,12:42.79,1274
Man,5000 Metres Short Track,12:57.19,1274
Man,10000 Metres,26:30.73,1274
Man,3000 Metres,7:24.78,1273
Man,3000 Metres Short Track,7:28.88,1273
Man,2 Miles,7:59.26,1273
Man,2 Miles Short Track,8:06.80,1273
Man,5000 Metres,12:43.06,1273
Man,5000 Metres Short Track,12:57.45,1273
Man,10000 Metres,26:31.35,1273
Man,3000 Metres,7:24.93,1272
Man,3000 Metres Short Track,7:29.04,1272
Man,2 Miles,7:59.43,1272
Man,2 Miles Short Track,8:06.97,1272
Man,5000 Metres,12:43.32,1272
Man,5000 Metres Short Track,12:57.71,1272
Man,10000 Metres,26:31.96,1272
Man,3000 Metres,7:25.09,1271
Man,3000 Metres Short Track,7:29.19,1271
Man,2 Miles,7:59.59,1271
Man,2 Miles Short Track,8:07.13,1271
Man,5000 Metres,12:43.59,1271
Man,5000 Metres Short Track,12:57.97,1271
Man,10000 Metres,26:32.57,1271
Man,3000 Metres,7:25.24,1270
Man,3000 Metres Short Track,7:29.34,1270
Man,2 Miles,7:59.76,1270
Man,2 Miles Short Track,8:07.30,1270
Man,5000 Metres,12:43.86,1270
Man,5000 Metres Short Track,12:58.23,1270
Man,10000 Metres,26:33.18,1270
Man,3000 Metres,7:25.40,1269
Man,3000 Metres Short Track,7:29.50,1269
Man,2 Miles,7:59.93,1269
Man,2 Miles Short Track,8:07.46,1269
Man,5000 Metres,12:44.12,1269
Man,5000 Metres Short Track,12:58.49,1269
Man,10000 Metres,26:33.80,1269
Man,3000 Metres,7:25.56,1268
Man,3000 Metres Short Track,7:29.65,1268
Man,2 Miles,8:00.10,1268
Man,2 Miles Short Track,8:07.63,1268
Man,5000 Metres,12:44.39,1268
Man,5000 Metres Short Track,12:58.75,1268
Man,10000 Metres,26:34.41,1268
Man,3000 Metres,7:25.71,1267
Man,3000 Metres Short Track,7:29.81,1267
Man,2 Miles,8:00.26,1267
Man,2 Miles Short Track,8:07.80,1267
Man,5000 Metres,12:44.66,1267
Man,5000 Metres Short Track,12:59.01,1267
Man,10000 Metres,26:35.02,1267
Man,3000 Metres,7:25.87,1266
Man,3000 Metres Short Track,7:29.96,1266
Man,2 Miles,8:00.43,1266
Man,2 Miles Short Track,8:07.96,1266
Man,5000 Metres,12:44.92,1266
Man,5000 Metres Short Track,12:59.27,1266
Man,10000 Metres,26:35.64,1266
Man,3000 Metres,7:26.02,1265
Man,3000 Metres Short Track,7:30.11,1265
Man,2 Miles,8:00.60,1265
Man,2 Miles Short Track,8:08.13,1265
Man,5000 Metres,12:45.19,1265
Man,5000 Metres Short Track,12:59.54,1265
Man,10000 Metres,26:36.25,1265
Man,3000 Metres,7:26.18,1264
Man,3000 Metres Short Track,7:30.27,1264
Man,2 Miles,8:00.77,1264
Man,2 Miles Short Track,8:08.29,1264
Man,5000 Metres,12:45.46,1264
Man,5000 Metres Short Track,12:59.80,1264
Man,10000 Metres,26:36.86,1264
Man,3000 Metres,7:26.33,1263
Man,3000 Metres Short Track,7:30.42,1263
Man,2 Miles,8:00.93,1263
Man,2 Miles Short Track,8:08.46,1263
Man,5000 Metres,12:45.72,1263
Man,5000 Metres Short Track,13:00.06,1263
Man,10000 Metres,26:37.48,1263
Man,3000 Metres,7:26.49,1262
Man,3000 Metres Short Track,7:30.58,1262
Man,2 Miles,8:01.10,1262
Man,2 Miles Short Track,8:08.62,1262
Man,5000 Metres,12:45.99,1262
Man,5000 Metres Short Track,13:00.32,1262
Man,10000 Metres,26:38.09,1262
Man,3000 Metres,7:26.65,1261
Man,3000 Metres Short Track,7:30.73,1261
Man,2 Miles,8:01.27,1261
Man,2 Miles Short Track,8:08.79,1261
Man,5000 Metres,12:46.26,1261
Man,5000 Metres Short Track,13:00.58,1261
Man,10000 Metres,26:38.71,1261
Man,3000 Metres,7:26.80,1260
Man,3000 Metres Short Track,7:30.89,1260
Man,2 Miles,8:01.44,1260
Man,2 Miles Short Track,8:08.96,1260
Man,5000 Metres,12:46.52,1260
Man,5000 Metres Short Track,13:00.84,1260
Man,10000 Metres,26:39.32,1260
Man,3000 Metres,7:26.96,1259
Man,3000 Metres Short Track,7:31.04,1259
Man,2 Miles,8:01.61,1259
Man,2 Miles Short Track,8:09.12,1259
Man,5000 Metres,12:46.79,1259
Man,5000 Metres Short Track,13:01.10,1259
Man,10000 Metres,26:39.94,1259
Man,3000 Metres,7:27.11,1258
Man,3000 Metres Short Track,7:31.19,1258
Man,2 Miles,8:01.77,1258
Man,2 Miles Short Track,8:09.29,1258
Man,5000 Metres,12:47.06,1258
Man,5000 Metres Short Track,13:01.37,1258
Man,10000 Metres,26:40.56,1258
Man,3000 Metres,7:27.27,1257
Man,3000 Metres Short Track,7:31.35,1257
Man,2 Miles,8:01.94,1257
Man,2 Miles Short Track,8:09.45,1257
Man,5000 Metres,12:47.33,1257
Man,5000 Metres Short Track,13:01.63,1257
Man,10000 Metres,26:41.17,1257
Man,3000 Metres,7:27.43,1256
Man,3000 Metres Short Track,7:31.50,1256
Man,2 Miles,8:02.11,1256
Man,2 Miles Short Track,8:09.62,1256
Man,5000 Metres,12:47.59,1256
Man,5000 Metres Short Track,13:01.89,1256
Man,10000 Metres,26:41.79,1256
Man,3000 Metres,7:27.58,1255
Man,3000 Metres Short Track,7:31.66,1255
Man,2 Miles,8:02.28,1255
Man,2 Miles Short Track,8:09.79,1255
Man,5000 Metres,12:47.86,1255
Man,5000 Metres Short Track,13:02.15,1255
Man,10000 Metres,26:42.40,1255
Man,3000 Metres,7:27.74,1254
Man,3000 Metres Short Track,7:31.81,1254
Man,2 Miles,8:02.45,1254
Man,2 Miles Short Track,8:09.95,1254
Man,5000 Metres,12:48.13,1254
Man,5000 Metres Short Track,13:02.41,1254
Man,10000 Metres,26:43.02,1254
Man,3000 Metres,7:27.90,1253
Man,3000 Metres Short Track,7:31.97,1253
Man,2 Miles,8:02.61,1253
Man,2 Miles Short Track,8:10.12,1253
Man,5000 Metres,12:48.40,1253
Man,5000 Metres Short Track,13:02.68,1253
Man,10000 Metres,26:43.64,1253
Man,3000 Metres,7:28.05,1252
Man,3000 Metres Short Track,7:32.12,1252
Man,2 Miles,8:02.78,1252
Man,2 Miles Short Track,8:10.28,1252
Man,5000 Metres,12:48.67,1252
Man,5000 Metres Short Track,13:02.94,1252
Man,10000 Metres,26:44.25,1252
Man,3000 Metres,7:28.21,1251
Man,3000 Metres Short Track,7:32.28,1251
Man,2 Miles,8:02.95,1251
Man,2 Miles Short Track,8:10.45,1251
Man,5000 Metres,12:48.93,1251
Man,5000 Metres Short Track,13:03.20,1251
Man,10000 Metres,26:44.87,1251
Man,3000 Metres,7:28.36,1250
Man,3000 Metres Short Track,7:32.43,1250
Man,2 Miles,8:03.12,1250
Man,2 Miles Short Track,8:10.62,1250
Man,5000 Metres,12:49.20,1250
Man,5000 Metres Short Track,13:03.46,1250
Man,10000 Metres,26:45.49,1250
Man,3000 Metres,7:28.52,1249
Man,3000 Metres Short Track,7:32.59,1249
Man,2 Miles,8:03.29,1249
Man,2 Miles Short Track,8:10.78,1249
Man,5000 Metres,12:49.47,1249
Man,5000 Metres Short Track,13:03.73,1249
Man,10000 Metres,26:46.11,1249
Man,3000 Metres,7:28.68,1248
Man,3000 Metres Short Track,7:32.74,1248
Man,2 Miles,8:03.46,1248
Man,2 Miles Short Track,8:10.95,1248
Man,5000 Metres,12:49.74,1248
Man,5000 Metres Short Track,13:03.99,1248
Man,10000 Metres,26:46.73,1248
Man,3000 Metres,7:28.84,1247
Man,3000 Metres Short Track,7:32.90,1247
Man,2 Miles,8:03.63,1247
Man,2 Miles Short Track,8:11.12,1247
Man,5000 Metres,12:50.01,1247
Man,5000 Metres Short Track,13:04.25,1247
Man,10000 Metres,26:47.34,1247
Man,3000 Metres,7:28.99,1246
Man,3000 Metres Short Track,7:33.05,1246
Man,2 Miles,8:03.80,1246
Man,2 Miles Short Track,8:11.28,1246
Man,5000 Metres,12:50.28,1246
Man,5000 Metres Short Track,13:04.51,1246
Man,10000 Metres,26:47.96,1246
Man,3000 Metres,7:29.15,1245
Man,3000 Metres Short Track,7:33.21,1245
Man,2 Miles,8:03.96,1245
Man,2 Miles Short Track,8:11.45,1245
Man,5000 Metres,12:50.54,1245
Man,5000 Metres Short Track,13:04.78,1245
Man,10000 Metres,26:48.58,1245
Man,3000 Metres,7:29.31,1244
Man,3000 Metres Short Track,7:33.36,1244
Man,2 Miles,8:04.13,1244
Man,2 Miles Short Track,8:11.62,1244
Man,5000 Metres,12:50.81,1244
Man,5000 Metres Short Track,13:05.04,1244
Man,10000 Metres,26:49.20,1244
Man,3000 Metres,7:29.46,1243
Man,3000 Metres Short Track,7:33.52,1243
Man,2 Miles,8:04.30,1243
Man,2 Miles Short Track,8:11.78,1243
Man,5000 Metres,12:51.08,1243
Man,5000 Metres Short Track,13:05.30,1243
Man,10000 Metres,26:49.82,1243
Man,3000 Metres,7:29.62,1242
Man,3000 Metres Short Track,7:33.68,1242
Man,2 Miles,8:04.47,1242
Man,2 Miles Short Track,8:11.95,1242
Man,5000 Metres,12:51.35,1242
Man,5000 Metres Short Track,13:05.57,1242
Man,10000 Metres,26:50.44,1242
Man,3000 Metres,7:29.78,1241
Man,3000 Metres Short Track,7:33.83,1241
Man,2 Miles,8:04.64,1241
Man,2 Miles Short Track,8:12.12,1241
Man,5000 Metres,12:51.62,1241
Man,5000 Metres Short Track,13:05.83,1241
Man,10000 Metres,26:51.06,1241
Man,3000 Metres,7:29.93,1240
Man,3000 Metres Short Track,7:33.99,1240
Man,2 Miles,8:04.81,1240
Man,2 Miles Short Track,8:12.29,1240
Man,5000 Metres,12:51.89,1240
Man,5000 Metres Short Track,13:06.09,1240
Man,10000 Metres,26:51.68,1240
Man,3000 Metres,7:30.09,1239
Man,3000 Metres Short Track,7:34.14,1239
Man,2 Miles,8:04.98,1239
Man,2 Miles Short Track,8:12.45,1239
Man,5000 Metres,12:52.16,1239
Man,5000 Metres Short Track,13:06.36,1239
Man,10000 Metres,26:52.30,1239
Man,3000 Metres,7:30.25,1238
Man,3000 Metres Short Track,7:34.30,1238
Man,2 Miles,8:05.15,1238
Man,2 Miles Short Track,8:12.62,1238
Man,5000 Metres,12:52.43,1238
Man,5000 Metres Short Track,13:06.62,1238
Man,10000 Metres,26:52.92,1238
Man,3000 Metres,7:30.41,1237
Man,3000 Metres Short Track,7:34.45,1237
Man,2 Miles,8:05.32,1237
Man,2 Miles Short Track,8:12.79,1237
Man,5000 Metres,12:52.70,1237
Man,5000 Metres Short Track,13:06.89,1237
Man,10000 Metres,26:53.54,1237
Man,3000 Metres,7:30.56,1236
Man,3000 Metres Short Track,7:34.61,1236
Man,2 Miles,8:05.49,1236
Man,2 Miles Short Track,8:12.96,1236
Man,5000 Metres,12:52.97,1236
Man,5000 Metres Short Track,13:07.15,1236
Man,10000 Metres,26:54.16,1236
Man,3000 Metres,7:30.72,1235
Man,3000 Metres Short Track,7:34.77,1235
Man,2 Miles,8:05.66,1235
Man,2 Miles Short Track,8:13.12,1235
Man,5000 Metres,12:53.24,1235
Man,5000 Metres Short Track,13:07.41,1235
Man,10000 Metres,26:54.78,1235
Man,3000 Metres,7:30.88,1234
Man,3000 Metres Short Track,7:34.92,1234
Man,2 Miles,8:05.83,1234
Man,2 Miles Short Track,8:13.29,1234
Man,5000 Metres,12:53.51,1234
Man,5000 Metres Short Track,13:07.68,1234
Man,10000 Metres,26:55.41,1234
Man,3000 Metres,7:31.04,1233
Man,3000 Metres Short Track,7:35.08,1233
Man,2 Miles,8:06.00,1233
Man,2 Miles Short Track,8:13.46,1233
Man,5000 Metres,12:53.78,1233
Man,5000 Metres Short Track,13:07.94,1233
Man,10000 Metres,26:56.03,1233
Man,3000 Metres,7:31.19,1232
Man,3000 Metres Short Track,7:35.23,1232
Man,2 Miles,8:06.17,1232
Man,2 Miles Short Track,8:13.63,1232
Man,5000 Metres,12:54.05,1232
Man,5000 Metres Short Track,13:08.21,1232
Man,10000 Metres,26:56.65,1232
Man,3000 Metres,7:31.35,1231
Man,3000 Metres Short Track,7:35.39,1231
Man,2 Miles,8:06.34,1231
Man,2 Miles Short Track,8:13.79,1231
Man,5000 Metres,12:54.32,1231
Man,5000 Metres Short Track,13:08.47,1231
Man,10000 Metres,26:57.27,1231
Man,3000 Metres,7:31.51,1230
Man,3000 Metres Short Track,7:35.55,1230
Man,2 Miles,8:06.51,1230
Man,2 Miles Short Track,8:13.96,1230
Man,5000 Metres,12:54.59,1230
Man,5000 Metres Short Track,13:08.74,1230
Man,10000 Metres,26:57.90,1230
Man,3000 Metres,7:31.67,1229
Man,3000 Metres Short Track,7:35.70,1229
Man,2 Miles,8:06.68,1229
Man,2 Miles Short Track,8:14.13,1229
Man,5000 Metres,12:54.86,1229
Man,5000 Metres Short Track,13:09.00,1229
Man,10000 Metres,26:58.52,1229
Man,3000 Metres,7:31.83,1228
Man,3000 Metres Short Track,7:35.86,1228
Man,2 Miles,8:06.85,1228
Man,2 Miles Short Track,8:14.30,1228
Man,5000 Metres,12:55.13,1228
Man,5000 Metres Short Track,13:09.27,1228
Man,10000 Metres,26:59.14,1228
Man,3000 Metres,7:31.98,1227
Man,3000 Metres Short Track,7:36.02,1227
Man,2 Miles,8:07.02,1227
Man,2 Miles Short Track,8:14.47,1227
Man,5000 Metres,12:55.40,1227
Man,5000 Metres Short Track,13:09.53,1227
Man,10000 Metres,26:59.77,1227
Man,3000 Metres,7:32.14,1226
Man,3000 Metres Short Track,7:36.17,1226
Man,2 Miles,8:07.19,1226
Man,2 Miles Short Track,8:14.63,1226
Man,5000 Metres,12:55.67,1226
Man,5000 Metres Short Track,13:09.80,1226
Man,10000 Metres,27:00.39,1226
Man,3000 Metres,7:32.30,1225
Man,3000 Metres Short Track,7:36.33,1225
Man,2 Miles,8:07.36,1225
Man,2 Miles Short Track,8:14.80,1225
Man,5000 Metres,12:55.94,1225
Man,5000 Metres Short Track,13:10.06,1225
Man,10000 Metres,27:01.01,1225
Man,3000 Metres,7:32.46,1224
Man,3000 Metres Short Track,7:36.48,1224
Man,2 Miles,8:07.53,1224
Man,2 Miles Short Track,8:14.97,1224
Man,5000 Metres,12:56.21,1224
Man,5000 Metres Short Track,13:10.33,1224
Man,10000 Metres,27:01.64,1224
Man,3000 Metres,7:32.62,1223
Man,3000 Metres Short Track,7:36.64,1223
Man,2 Miles,8:07.70,1223
Man,2 Miles Short Track,8:15.14,1223
Man,5000 Metres,12:56.49,1223
Man,5000 Metres Short Track,13:10.59,1223
Man,10000 Metres,27:02.26,1223
Man,3000 Metres,7:32.78,1222
Man,3000 Metres Short Track,7:36.80,1222
Man,2 Miles,8:07.87,1222
Man,2 Miles Short Track,8:15.31,1222
Man,5000 Metres,12:56.76,1222
Man,5000 Metres Short Track,13:10.86,1222
Man,10000 Metres,27:02.89,1222
Man,3000 Metres,7:32.93,1221
Man,3000 Metres Short Track,7:36.96,1221
Man,2 Miles,8:08.04,1221
Man,2 Miles Short Track,8:15.48,1221
Man,5000 Metres,12:57.03,1221
Man,5000 Metres Short Track,13:11.12,1221
Man,10000 Metres,27:03.51,1221
Man,3000 Metres,7:33.09,1220
Man,3000 Metres Short Track,7:37.11,1220
Man,2 Miles,8:08.21,1220
Man,2 Miles Short Track,8:15.64,1220
Man,5000 Metres,12:57.30,1220
Man,5000 Metres Short Track,13:11.39,1220
Man,10000 Metres,27:04.14,1220
Man,3000 Metres,7:33.25,1219
Man,3000 Metres Short Track,7:37.27,1219
Man,2 Miles,8:08.38,1219
Man,2 Miles Short Track,8:15.81,1219
Man,5000 Metres,12:57.57,1219
Man,5000 Metres Short Track,13:11.65,1219
Man,10000 Metres,27:04.76,1219
Man,3000 Metres,7:33.41,1218
Man,3000 Metres Short Track,7:37.43,1218
Man,2 Miles,8:08.55,1218
Man,2 Miles Short Track,8:15.98,1218
Man,5000 Metres,12:57.84,1218
Man,5000 Metres Short Track,13:11.92,1218
Man,10000 Metres,27:05.39,1218
Man,3000 Metres,7:33.57,1217
Man,3000 Metres Short Track,7:37.58,1217
Man,2 Miles,8:08.72,1217
Man,2 Miles Short Track,8:16.15,1217
Man,5000 Metres,12:58.12,1217
Man,5000 Metres Short Track,13:12.19,1217
Man,10000 Metres,27:06.01,1217
Man,3000 Metres,7:33.73,1216
Man,3000 Metres Short Track,7:37.74,1216
Man,2 Miles,8:08.89,1216
Man,2 Miles Short Track,8:16.32,1216
Man,5000 Metres,12:58.39,1216
Man,5000 Metres Short Track,13:12.45,1216
Man,10000 Metres,27:06.64,1216
Man,3000 Metres,7:33.89,1215
Man,3000 Metres Short Track,7:37.90,1215
Man,2 Miles,8:09.07,1215
Man,2 Miles Short Track,8:16.49,1215
Man,5000 Metres,12:58.66,1215
Man,5000 Metres Short Track,13:12.72,1215
Man,10000 Metres,27:07.27,1215
Man,3000 Metres,7:34.05,1214
Man,3000 Metres Short Track,7:38.05,1214
Man,2 Miles,8:09.24,1214
Man,2 Miles Short Track,8:16.66,1214
Man,5000 Metres,12:58.93,1214
Man,5000 Metres Short Track,13:12.99,1214
Man,10000 Metres,27:07.89,1214
Man,3000 Metres,7:34.20,1213
Man,3000 Metres Short Track,7:38.21,1213
Man,2 Miles,8:09.41,1213
Man,2 Miles Short Track,8:16.83,1213
Man,5000 Metres,12:59.20,1213
Man,5000 Metres Short Track,13:13.25,1213
Man,10000 Metres,27:08.52,1213
Man,3000 Metres,7:34.36,1212
Man,3000 Metres Short Track,7:38.37,1212
Man,2 Miles,8:09.58,1212
Man,2 Miles Short Track,8:17.00,1212
Man,5000 Metres,12:59.48,1212
Man,5000 Metres Short Track,13:13.52,1212
Man,10000 Metres,27:09.15,1212
Man,3000 Metres,7:34.52,1211
Man,3000 Metres Short Track,7:38.53,1211
Man,2 Miles,8:09.75,1211
Man,2 Miles Short Track,8:17.16,1211
Man,5000 Metres,12:59.75,1211
Man,5000 Metres Short Track,13:13.79,1211
Man,10000 Metres,27:09.78,1211
Man,3000 Metres,7:34.68,1210
Man,3000 Metres Short Track,7:38.68,1210
Man,2 Miles,8:09.92,1210
Man,2 Miles Short Track,8:17.33,1210
Man,5000 Metres,13:00.02,1210
Man,5000 Metres Short Track,13:14.05,1210
Man,10000 Metres,27:10.40,1210
Man,3000 Metres,7:34.84,1209
Man,3000 Metres Short Track,7:38.84,1209
Man,2 Miles,8:10.09,1209
